x1,x2,Label
0.49170035354751085,-1.1544923976903785,0
-0.5144938982439227,0.5956815883888661,0
-0.45007021376789264,0.33540724073957134,0
0.5357473416217285,-0.022529504670003773,0
1.2634119495388412,-0.29793207601492516,0
0.6265519383477988,0.17473796797053845,0
0.6383199298544401,0.588410750390921,0
-0.38308852404048227,0.08205100679443719,0
0.32895282890085015,0.2967659560780478,0
-0.7768464848533502,0.6223498506644638,0
-1.245394442285406,0.7263577653741309,0
-0.14811051469364286,-0.2596195480899416,0
0.14015773622515926,0.11640603712093105,0
0.14248281175809815,0.12362751863872892,0
-0.2526247719518394,-0.2079997855545233,0
0.25568624659195555,-0.39041021270917486,0
-0.6587603962757212,-0.0030825096038072756,0
-0.3821402205254952,0.1952546272734657,0
0.1540400868956595,-0.9922627590322736,0
0.22913575656659593,-0.21269789220168145,0
1.1050545043553404,-0.8708707387037419,0
0.5611660468712082,0.49131203331631446,0
-0.38243144083100433,0.04942528497958486,0
0.39339500276296596,-0.5204065002049285,0
-0.23631561756398128,-0.03208712465001518,0
-0.5032685386272541,0.9593644492986254,0
0.275167557178199,-0.6728245060541607,0
-0.18243181727727076,-0.09852427616574448,0
0.591494472878003,0.07601332573744624,0
0.3371722630994454,0.4128139467882655,0
0.22140801949066138,-0.1870473244710822,0
0.21455226071664196,-0.3668665907815573,0
-0.20135528955956217,-0.7454205549145888,0
0.6307593284371338,0.06666637675798102,0
-0.938568289578134,0.3002227504782368,0
-0.1324679677159136,0.24461790149675755,0
0.4138036497813928,-0.5631322284373215,0
-0.2875270132829825,-0.10601399476196222,0
1.1828671486740194,-0.13053667948353245,0
0.2691501751377689,-0.27575356696211417,0
1.0033566237536886,-0.25176850312919224,0
-0.03451341869077393,-0.015647547525278364,0
-0.3412428729838634,0.2689738989855023,0
-0.2701599461555851,0.1846504456815442,0
-0.6074517422813213,-0.36919791972714383,0
-0.11309666910338849,-0.012331015444627101,0
0.7377738018262483,-0.24390542863179648,0
-1.236539629741016,-0.1346145080254246,0
0.37011041678409107,0.18826455624621483,0
-0.21244831914295206,0.3165657844247059,0
-0.30708386516365815,-0.07058266058762877,0
0.46980583846007745,-0.07711414497154438,0
-0.13212569363323348,-0.0008837283365407899,0
0.19425803850487394,-0.04847240872771623,0
0.41235655929862547,-0.319335179836846,0
0.28352207943942925,0.7543000634350592,0
0.38926487935898185,-0.05399650779504022,0
0.2585095239678949,0.755598742012256,0
-0.08577828021165741,0.5797554731058026,0
-0.42457343490105265,0.8178496162739716,0
-0.3809486293117835,-0.062174680061879053,0
-0.6138053041758635,0.5653623127110179,0
-0.08011494826415405,-0.5636010289019843,0
0.49777736965107655,-0.2700844479920231,0
-0.5505397345547522,-0.10850242520174179,0
-0.15498434796876961,-0.14613228953436735,0
0.08918493308249557,0.501583241672056,0
-0.27834092157775736,-0.7155559514535986,0
-0.14251485721557677,0.16896503513239955,0
